"","year_built","zone","total_value","tax_district","area","parcel_id","bldg_value","land_value","deed_date","prior","tax_year","land_use_code","lci"
"59668","1980.000000","PLI",0,"003",378096.846591,"01816101000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"61419","2004.000000","PLISL",0,"003",2175127.334931,"01841175000",0,0,"1986-12-08T00:00:00","{ ""2009"": { ""zone"": ""PLISL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLISL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLISL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"61821","1980.000000","PLI",0,"003",435417.31622,"01911202000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"64196","1997.000000","PLI",0,"031",1504373.361349,"02047201000",0,0,"1987-06-30T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""031"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""031"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""031"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"66507","1984.000000","ROSL",542500,"010",28337.319784,"05010108000",338300,204200,"2013-02-13T00:00:00","{ ""2009"": { ""zone"": ""ROSL"", ""total_value"": 542500, ""tax_district"": ""010"", ""bldg_value"": 338300, ""land_value"": 204200, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""ROSL"", ""total_value"": 542500, ""tax_district"": ""010"", ""bldg_value"": 338300, ""land_value"": 204200, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""ROSL"", ""total_value"": 542500, ""tax_district"": ""010"", ""bldg_value"": 338300, ""land_value"": 204200, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"67473","1970.000000","PLI",0,"010",377286.739233,"05017106000",0,0,"1988-12-13T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"67529","1984.000000","I1",2531900,"010",97770.578709,"05017417000",2018700,513200,"2004-11-29T00:00:00","{ ""2009"": { ""zone"": ""I1"", ""total_value"": 2531900, ""tax_district"": ""010"", ""bldg_value"": 2018700, ""land_value"": 513200, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""I1"", ""total_value"": 2531900, ""tax_district"": ""010"", ""bldg_value"": 2018700, ""land_value"": 513200, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""I1"", ""total_value"": 2531900, ""tax_district"": ""010"", ""bldg_value"": 2018700, ""land_value"": 513200, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"68335","1970.000000","PLI",0,"050",347151.588087,"05023201000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"71373","1984.000000","PLI",0,"050",875186.206139,"05087301000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"72195","1997.000000","PLI",0,"022",1456600.345125,"05101137000",0,0,"1994-07-12T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"73753","1980.000000","PLI",0,"022",928817.577288,"05114222000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"74532","1950.000000","PLI",0,"022",213453.893021,"05122202000",0,0,"1984-09-14T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"74533","1960.000000","PLI",0,"022",290861.567139,"05122203000",0,0,"1984-09-14T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"74824",NA,"PLI",0,"022",748567.109609,"05127117000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" } }","2014","SCHOOL","Res"
"75134",NA,"PLI",0,"022",167805.335025,"05129432000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"78146","1985.000000","PLI",0,"050",947183.217118,"06708122000",0,0,"1994-02-01T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""050"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"78987","1970.000000","GIP",0,"004",363591.160865,"07503139000",0,0,"1995-05-16T00:00:00","{ ""2009"": { ""zone"": ""GIP"", ""total_value"": 0, ""tax_district"": ""004"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""GIP"", ""total_value"": 0, ""tax_district"": ""004"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""GIP"", ""total_value"": 0, ""tax_district"": ""004"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"80958",NA,"GIP",0,"004",1224002.725343,"07503148000",0,0,"1995-05-16T00:00:00","{ ""2009"": { ""zone"": ""GIP"", ""total_value"": 0, ""tax_district"": ""004"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" }, ""2006"": { ""zone"": ""GIP"", ""total_value"": 0, ""tax_district"": ""004"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" }, ""2012"": { ""zone"": ""GIP"", ""total_value"": 0, ""tax_district"": ""004"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Res"" } }","2014","SCHOOL","Res"
"80987","1980.000000","PLI",0,"003",446893.181257,"01402239000",0,0,"1996-12-31T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"80999","1967.000000","R1",0,"003",464563.070705,"00919324000",0,0,"1999-12-27T00:00:00","{ ""2009"": { ""zone"": ""R1"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R1"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R1"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81005","1995.000000","I1",0,"003",426468.180628,"01403242000",0,0,"1996-08-21T00:00:00","{ ""2009"": { ""zone"": ""I1"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""I1"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""I1"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81043",NA,"PLI",0,"022",1254535.607591,"05136142000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81051","2007.000000","PLI",0,"003",1326847.244942,"00618229000",0,0,"2003-01-17T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81285","1961.000000","PLI",0,"001",604326.193756,"00215330000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81345","1992.000000","R3SL",0,"003",758717.041462,"01624454000",0,0,"2006-10-26T00:00:00","{ ""2009"": { ""zone"": ""R3SL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""R3SL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""R3SL"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81397","1956.000000","PLI",0,"001",312686.649542,"00108352000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81408","1983.000000","PLI",0,"010",677371.206885,"06731108000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""010"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81484","2000.000000","PLI",0,"001",747717.31862,"00402102000",0,0,"1995-05-16T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81554","1965.000000","PLI",0,"022",2582788.267183,"05127116000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""022"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81574","1963.000000","PLI",0,"001",1945642.312526,"00124202000",0,0,NA,"{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81597","1999.000000","B3",7428223,"001",324677.00395,"00323232000",3069200,4420100,NA,"{ ""2009"": { ""zone"": ""B3"", ""total_value"": 7428223, ""tax_district"": ""001"", ""bldg_value"": 3069200, ""land_value"": 4420100, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""B3"", ""total_value"": 7428223, ""tax_district"": ""001"", ""bldg_value"": 3069200, ""land_value"": 4420100, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""B3"", ""total_value"": 7428223, ""tax_district"": ""001"", ""bldg_value"": 3069200, ""land_value"": 4420100, ""land_use_code"": ""DAY CARE CENTER"", ""lci"": ""Com"" } }","2014","DAY CARE CENTER","Com"
"81630","2008.000000","I1",0,"001",1133622.252727,"00405124000",0,0,NA,"{ ""2009"": { ""zone"": ""I1"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""I1"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""I1"", ""total_value"": 0, ""tax_district"": ""001"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
"81683","1985.000000","PLI",0,"003",1276373.076318,"01253174000",0,0,"1984-08-18T00:00:00","{ ""2009"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2006"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" }, ""2012"": { ""zone"": ""PLI"", ""total_value"": 0, ""tax_district"": ""003"", ""bldg_value"": 0, ""land_value"": 0, ""land_use_code"": ""SCHOOL"", ""lci"": ""Com"" } }","2014","SCHOOL","Com"
